,index,Unnamed: 0,Unnamed: 0.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor
331,2722,2722,2722,NdGdO3,Nd,Gd,0,3,3,1.27,0.94,cubic,-2.98,0.726,0,16.298,1.412,4.335,4.335,4.335,90,90,90,4.071,0.6962962963,0.8090042649,5.53,6.15,1.14,1.2,0.8090042649
332,3023,3023,3023,PaLiO3,Pa,Li,0,element not in BV,element not in BV,0.95,0.76,orthorhombic,-2.934,0.029,0,11.029,3.419,5.195,5.751,7.383,90,90,90,0.486,0.5629629629999999,0.7707799037,5.89,5.392,1.5,0.98,0.7707799037
333,3500,3500,3500,PuYO3,Pu,Y,0,element not in BV,element not in BV,0.96,0.9,cubic,-2.896,0.825,1,15.794,0.615,4.29,4.29,4.29,90,90,90,-0.35470613837242126,0.6666666667,0.725962962,6.06,6.38,1.28,1.22,0.725962962
334,4885,4885,4885,UVO3,U,V,0,3,3,1.03,0.64,orthorhombic,-3.176,0.02,1,12.447,1.685,5.392,5.949,7.76,90,90,90,4.461,0.47407407409999996,0.8456854971,6.05,6.74,1.38,1.63,0.8456854971
335,2347,2347,2347,MgCeO3,Mg,Ce,0,2,4,0.89,0.87,orthorhombic,-2.711,0.236,0.2,14.417,0.613,5.674,5.946,8.548,90,90,90,-3.54,0.6444444443999999,0.7134771125,7.646,5.54,1.31,1.12,0.7134771125
336,1858,1858,1858,HoMnO3,Ho,Mn,1,3,3,1.12,0.65,orthorhombic,-2.965,0.031,0.8,11.203,0.399,5.257,5.71,7.464,90,90,90,3.421,0.4814814815,0.8732768748,6.018,7.435,1.23,1.55,0.8732768748
337,3233,3233,3233,PmGdO3,Pm,Gd,0,element not in BV,element not in BV,1.14,0.94,cubic,-2.945,0.789,0,16.231,1.645,4.33,4.33,4.33,90,90,90,2.173,0.6962962963,0.7688628318999999,5.553999999999999,6.15,1.13,1.2,0.7688628318999999
338,5068,5068,5068,YLuO3,Y,Lu,0,3,3,1.08,0.86,cubic,-3.151,0.734,0,14.331,2.052,4.154,4.154,4.154,90,90,90,2.879,0.637037037,0.7774975015000001,6.38,5.4259,1.22,1.27,0.7774975015000001
339,834,834,834,CeLuO3,Ce,Lu,1,3,3,1.34,0.86,orthorhombic,-3.736,0.005,0,14.375,5.074,5.767,5.994,8.318,90,90,90,5.161,0.637037037,0.8606865345999999,5.54,5.4259,1.12,1.27,0.8606865345999999
340,2192,2192,2192,LiAlO3,Li,Al,0,not balanced,not balanced,0.92,0.54,orthorhombic,-2.188,0.18,0.23024652898311615,8.383,3.175,5.155,5.406,6.017,90,90,90,-1.731,0.4,0.8492763986,5.392,5.986000000000001,0.98,1.61,0.8492763986
341,2760,2760,2760,NdTbO3,Nd,Tb,0,2,4,1.35,0.76,cubic,-2.905,0.685,0,16.004,1.693,4.309,4.309,4.309,90,90,90,4.27,0.5629629629999999,0.9048285826000001,5.53,5.86,1.14,1.1,0.9048285826000001
342,1481,1481,1481,GaGdO3,Ga,Gd,0,not balanced,not balanced,0.62,0.94,rhombohedral,-2.822,0.176,0,13.7,3.228,5.996,5.996,5.996,55.6,55.6,55.6,-4.671,0.6962962963,0.6082970999999999,5.999,6.15,1.81,1.2,0.6082970999999999
343,1386,1386,1386,EuZrO3,Eu,Zr,0,2,4,1.48,0.72,orthorhombic,-3.691,0,0,13.299,4.134,5.661,5.809,8.087,90,90,90,6.201,0.5333333333,0.9667208651000001,5.67,6.84,1.2,1.33,0.9667208651000001
344,1478,1478,1478,GaEuO3,Ga,Eu,0,not balanced,not balanced,0.62,1.06,orthorhombic,-2.389,0.054,0.2,13.375,0.695,5.225,5.829,8.783,90,90,90,-6.403,0.7851851851999999,0.5780084477,5.999,5.67,1.81,1.2,0.5780084477
345,0,0,0,Ac2O3,Ac,Ac,0,element not in BV,element not in BV,1.12,1.12,cubic,-2.732,0.848,0,20.836,0.332,4.705,4.705,4.705,90,90,90,3.15,0.8296296296,0.7071067812,5.17,5.17,1.1,1.1,0.7071067812
346,1749,1749,1749,HfYbO3,Hf,Yb,0,not balanced,not balanced,0.83,0.95,orthorhombic,-3.543,0.272,0,12.94,3.864,5.539,5.697,8.202,90,90,90,-7.385,0.7037037037,0.6702142535,6.65,6.254,1.3,1.1,0.6702142535
347,3113,3113,3113,PbPuO3,Pb,Pu,0,element not in BV,element not in BV,1.49,0.83,orthorhombic,-2.54,-0.055,0.8,15.812,1.37,5.977,6.161,8.586,90,90,90,-0.35470613837242126,0.6148148148,0.9211849809999999,7.416,6.06,2.33,1.28,0.9211849809999999
348,1471,1471,1471,GaCeO3,Ga,Ce,0,not balanced,not balanced,0.62,0.94,rhombohedral,-2.702,0.151,0,15.64,3.276,6.35,6.35,6.35,54.2,54.2,54.2,-4.648,0.6962962963,0.6082970999999999,5.999,5.54,1.81,1.12,0.6082970999999999
349,2170,2170,2170,LaScO3,La,Sc,1,3,3,1.36,0.75,orthorhombic,-3.789,-0.029,0,13.241,4.099,5.653,5.799,8.078,90,90,90,5.579,0.5555555556,0.9125044652,5.58,6.54,1.1,1.36,0.9125044652
350,267,267,267,AsRbO3,As,Rb,0,not balanced,not balanced,0.52,1.52,orthorhombic,-1.728,-0.199,0.23024652898311615,16.722,3.147,4.944,5.705,11.859,90,90,90,-14.179,1.1259259259,0.4607281118,9.81,4.177,2.18,0.82,0.4607281118
351,1578,1578,1578,GdPrO3,Gd,Pr,0,3,3,1.11,0.99,cubic,-2.468,1.217,0,18.13,0.601,4.492,4.492,4.492,90,90,90,-2.045,0.7333333333,0.7433686674,6.15,5.46,1.2,1.13,0.7433686674
352,2602,2602,2602,NaPuO3,Na,Pu,0,element not in BV,element not in BV,1.39,0.83,orthorhombic,-2.631,-0.084,0.6,13.779,1.196,5.74,5.842,8.219,90,90,90,0.983,0.6148148148,0.8887488901,5.138999999999999,6.06,0.93,1.28,0.8887488901
353,1775,1775,1775,HgHfO3,Hg,Hf,0,2,4,1.14,0.71,rhombohedral,-2.418,0.067,0,12.975,1.478,5.758,5.758,5.758,58.3,58.3,58.3,0.852,0.5259259259000001,0.8547067404,10.437000000000001,6.65,2.0,1.3,0.8547067404
354,4708,4708,4708,TlNbO3,Tl,Nb,0,1,5,1.7,0.64,tetragonal,-2.223,0.065,0,13.712,0.448,4.032,4.032,4.218,90,90,90,4.564,0.47407407409999996,1.0837566243999999,6.108,6.88,1.62,1.6,1.0837566243999999
355,1735,1735,1735,HfSnO3,Hf,Sn,0,not balanced,not balanced,0.83,0.69,orthorhombic,-2.458,0.461,0,14.982,0.974,5.842,6.01,8.534,90,90,90,0.334,0.5111111111,0.7556337171999999,6.65,7.343999999999999,1.3,1.96,0.7556337171999999
356,1497,1497,1497,GaNdO3,Ga,Nd,0,not balanced,not balanced,0.62,0.98,rhombohedral,-2.749,0.143,0,14.98,3.279,6.254,6.254,6.254,54.3,54.3,54.3,-4.496,0.7259259259,0.5978542313,5.999,5.53,1.81,1.14,0.5978542313
357,1161,1161,1161,CuUO3,Cu,U,0,1,5,0.77,0.76,rhombohedral,-2.609,0.011,0.2,13.29,1.769,5.912,5.912,5.912,56.1,56.1,56.1,3.288,0.5629629629999999,0.7104579981999999,7.726,6.05,1.9,1.38,0.7104579981999999
358,3145,3145,3145,PdBaO3,Pd,Ba,0,not balanced,not balanced,0.75,1.35,rhombohedral,-1.305,0.231,0.23024652898311615,19.031,0.613,6.594,6.594,6.594,57.3,57.3,57.3,-9.143,1.0,0.5499719409,8.34,5.212000000000001,2.2,0.89,0.5499719409
359,2539,2539,2539,MoSrO3,Mo,Sr,0,4,2,0.65,1.18,rhombohedral,-2.31,0.326,0,16.33,0.638,6.015,6.015,6.015,62.8,62.8,62.8,-13.854,0.8740740740999999,0.5589776926,7.099,5.695,2.16,0.95,0.5589776926
360,4097,4097,4097,SnCaO3,Sn,Ca,0,not balanced,not balanced,0.81,1.0,orthorhombic,-2.297,0.249,0.23024652898311615,14.104,0.878,5.618,5.631,8.916,90,90,90,-0.35470613837242126,0.7407407407,0.6499364457,7.343999999999999,6.1129999999999995,1.96,1.0,0.6499364457
361,3897,3897,3897,ScKO3,Sc,K,0,not balanced,not balanced,0.87,1.38,orthorhombic,-2.157,0.336,0,15.147,1.677,5.705,5.823,9.12,90,90,90,-0.35470613837242126,1.0222222222,0.57500991,6.54,4.341,1.36,0.82,0.57500991
362,4041,4041,4041,SmInO3,Sm,In,1,not balanced,not balanced,1.24,0.8,cubic,-2.231,0.541,0,13.327,1.604,4.054,4.054,4.054,90,90,90,3.031,0.5925925926,0.8518170062,5.64,5.7860000000000005,1.17,1.78,0.8518170062
363,5074,5074,5074,YNdO3,Y,Nd,0,3,3,1.08,0.98,cubic,-2.502,1.212,0,17.67,0.825,4.454,4.454,4.454,90,90,90,-1.797,0.7259259259,0.7374547117,6.38,5.53,1.22,1.14,0.7374547117
364,3661,3661,3661,RhCeO3,Rh,Ce,0,3,3,0.67,1.01,orthorhombic,-1.895,0.393,0,14.211,0.48,5.604,5.941,8.537,90,90,90,-6.947,0.7481481481000001,0.6052354653,7.46,5.54,2.28,1.12,0.6052354653
365,2172,2172,2172,LaSmO3,La,Sm,0,3,3,1.36,0.96,cubic,-3.007,0.7,0,17.209,1.406,4.415,4.415,4.415,90,90,90,-0.35470613837242126,0.7111111111,0.8295495139,5.58,5.64,1.1,1.17,0.8295495139
366,1562,1562,1562,GdLaO3,Gd,La,0,3,3,1.11,1.03,cubic,-2.493,1.259,0,18.403,0.402,4.515,4.515,4.515,90,90,90,-2.66,0.762962963,0.7308750764,6.15,5.58,1.2,1.1,0.7308750764
367,1387,1387,1387,FeAcO3,Fe,Ac,0,element not in BV,element not in BV,0.85,1.12,orthorhombic,-2.546,0.185,1,15.314,1.947,5.802,5.819,9.072,90,90,90,-0.35470613837242126,0.8296296296,0.6298117079,7.87,5.17,1.83,1.1,0.6298117079
368,1894,1894,1894,HoYO3,Ho,Y,0,not balanced,not balanced,1.12,0.9,cubic,-2.851,0.99,0,15.423,1.438,4.256,4.256,4.256,90,90,90,0.644,0.6666666667,0.7762461109000001,6.018,6.38,1.23,1.22,0.7762461109000001
369,1552,1552,1552,GdFeO3,Gd,Fe,1,3,3,1.11,0.65,orthorhombic,-2.766,-0.023,1,11.439,1.164,5.33,5.614,7.646,90,90,90,3.384,0.4814814815,0.8697413409,6.15,7.87,1.2,1.83,0.8697413409
370,2146,2146,2146,La2O3,La,La,0,3,3,1.36,1.03,cubic,-2.825,0.888,0,19.361,0.595,4.592,4.592,4.592,90,90,90,3.112,0.762962963,0.8051509987000001,5.58,5.58,1.1,1.1,0.8051509987000001
371,1662,1662,1662,GeSnO3,Ge,Sn,0,2,4,0.73,0.69,orthorhombic,-1.525,0.245,0.23024652898311615,12.262,1.097,5.274,5.879,7.909,90,90,90,2.94,0.5111111111,0.72097162,7.899,7.343999999999999,2.01,1.96,0.72097162
372,4693,4693,4693,TlGdO3,Tl,Gd,0,not balanced,not balanced,1.7,0.94,orthorhombic,-2.261,0.104,0.001,14.658,0.896,5.826,5.908,8.517,90,90,90,-3.09,0.6962962963,0.9417797740999999,6.108,6.15,1.62,1.2,0.9417797740999999
373,4558,4558,4558,ThMgO3,Th,Mg,0,4,2,1.21,0.72,orthorhombic,-3.599,0.122,0,12.347,5.339,5.46,5.794,7.806,90,90,90,5.269,0.5333333333,0.8744895457999999,6.08,7.646,1.3,1.31,0.8744895457999999
374,3765,3765,3765,RuPbO3,Ru,Pb,0,2,4,0.68,0.78,rhombohedral,-0.941,0.347,0.4,15.822,0.216,5.873,5.873,5.873,64.8,64.8,64.8,-0.35470613837242126,0.5777777778000001,0.6739092797,7.37,7.416,2.2,2.33,0.6739092797
375,1519,1519,1519,GaTbO3,Ga,Tb,0,not balanced,not balanced,0.62,0.84,rhombohedral,-2.708,0.139,0,13.53,3.176,5.972,5.972,5.972,55.6,55.6,55.6,-4.648,0.6222222222,0.6360732232999999,5.999,5.86,1.81,1.1,0.6360732232999999
376,4065,4065,4065,SmRhO3,Sm,Rh,1,2,4,1.32,0.6,orthorhombic,-2.37,-0.053,0,11.987,0.783,5.337,5.818,7.72,90,90,90,0.38,0.44444444439999997,0.9681923619,5.64,7.46,1.17,2.28,0.9681923619
377,2895,2895,2895,NpRbO3,Np,Rb,0,element not in BV,element not in BV,0.98,1.52,orthorhombic,-2.483,0.374,0.4,17.565,1.862,6.757,7.133,7.289,90,90,90,-0.35470613837242126,1.1259259259,0.5740622997,6.19,4.177,1.36,0.82,0.5740622997
378,955,955,955,CrBaO3,Cr,Ba,0,not balanced,not balanced,0.57,1.35,orthorhombic,-2.445,0.14,0.4,15.958,1.275,5.018,5.889,10.801,90,90,90,-0.35470613837242126,1.0,0.5028314888000001,6.766,5.212000000000001,1.66,0.89,0.5028314888000001
379,5253,5253,5253,ZnYbO3,Zn,Yb,0,not balanced,not balanced,0.9,0.95,orthorhombic,-1.94,0.123,0.23024652898311615,11.982,2.021,5.776,5.878,7.058,90,90,90,-5.565,0.7037037037,0.6917348945999999,9.394,6.254,1.65,1.1,0.6917348945999999
380,4208,4208,4208,SrPuO3,Sr,Pu,1,element not in BV,element not in BV,1.44,0.83,orthorhombic,-3.33,-0.179,0.8,15.748,1.949,5.979,6.147,8.57,90,90,90,3.783,0.6148148148,0.9049669356000001,5.695,6.06,0.95,1.28,0.9049669356000001
381,4207,4207,4207,SrPtO3,Sr,Pt,0,element not in BV,element not in BV,1.44,0.67,orthorhombic,-1.708,-0.013,0,12.705,0.616,5.595,5.719,7.942,90,90,90,0.713,0.49629629630000005,0.9766474849,5.695,9.0,0.95,2.28,0.9766474849
382,1422,1422,1422,FeNaO3,Fe,Na,0,not balanced,not balanced,0.85,1.02,orthorhombic,-1.22,0.262,0.6,12.519,0.614,5.286,5.41,8.756,90,90,90,-0.35470613837242126,0.7555555556,0.6563860415999999,7.87,5.138999999999999,1.83,0.93,0.6563860415999999
383,1999,1999,1999,IrKO3,Ir,K,0,not balanced,not balanced,0.63,1.38,rhombohedral,-1.139,0.186,0.4,18.059,0.818,6.326,6.326,6.326,60.4,60.4,60.4,-13.583,1.0222222222,0.5128466764999999,9.1,4.341,2.2,0.82,0.5128466764999999
384,3751,3751,3751,RuKO3,Ru,K,0,5,1,0.57,1.38,orthorhombic,-1.187,0.265,0.2,18.927,0.273,6.246,6.378,9.503,90,90,90,-7.311,1.0222222222,0.49730586810000005,7.37,4.341,2.2,0.82,0.49730586810000005
385,2137,2137,2137,LaGaO3,La,Ga,1,3,3,1.36,0.62,orthorhombic,-2.935,-0.028,0,11.923,3.829,5.512,5.536,7.815,90,90,90,4.934,0.4592592593,0.9727204959,5.58,5.999,1.1,1.81,0.9727204959
386,2117,2117,2117,LaAcO3,La,Ac,0,element not in BV,element not in BV,1.36,1.12,cubic,-2.568,1.078,-0.002,20.589,0.273,4.687,4.687,4.687,90,90,90,2.449,0.8296296296,0.775813513,5.58,5.17,1.1,1.1,0.775813513
387,2765,2765,2765,NdTlO3,Nd,Tl,0,3,3,1.27,0.89,orthorhombic,-2.226,0.053,0,14.802,1.178,5.739,6.113,8.439,90,90,90,1.067,0.6592592593,0.8270623959000001,5.53,6.108,1.14,1.62,0.8270623959000001
388,2154,2154,2154,LaNdO3,La,Nd,0,3,3,1.36,0.98,cubic,-2.871,0.796,0,17.976,1.024,4.479,4.479,4.479,90,90,90,3.701,0.7259259259,0.8224289172,5.58,5.53,1.1,1.14,0.8224289172
389,2263,2263,2263,LuAcO3,Lu,Ac,0,element not in BV,element not in BV,1.03,1.12,orthorhombic,-3.553,0.24,0,16.779,3.32,6.073,6.194,8.921,90,90,90,0.046,0.8296296296,0.6813417568000001,5.4259,5.17,1.27,1.1,0.6813417568000001
390,949,949,949,CrAcO3,Cr,Ac,0,element not in BV,element not in BV,0.57,1.12,rhombohedral,-2.79,0.348,0.6,16.754,1.802,6.388,6.388,6.388,56.1,56.1,56.1,-4.273,0.8296296296,0.5496538542,6.766,5.17,1.66,1.1,0.5496538542
391,2176,2176,2176,LaTbO3,La,Tb,0,3,3,1.36,0.92,cubic,-3.071,0.565,0,16.182,1.71,4.325,4.325,4.325,90,90,90,4.6,0.6814814815000001,0.8441671264,5.58,5.86,1.1,1.1,0.8441671264
392,139,139,139,AgUO3,Ag,U,0,1,5,1.28,0.76,rhombohedral,-2.513,-0.009,0.2,14.714,2.636,6.032,6.032,6.032,57.7,57.7,57.7,3.748,0.5629629629999999,0.8813700637999999,7.5760000000000005,6.05,1.93,1.38,0.8813700637999999
393,2860,2860,2860,NpCrO3,Np,Cr,0,element not in BV,element not in BV,0.98,0.58,orthorhombic,-3.083,-0.029,1.4,11.729,1.131,5.441,5.555,7.761,90,90,90,4.866,0.4296296296,0.8536574094,6.19,6.766,1.36,1.66,0.8536574094
394,4495,4495,4495,TePbO3,Te,Pb,0,2,4,0.97,0.78,orthorhombic,-1.353,0.022,0.23024652898311615,16.626,1.71,6.24,6.604,8.069,90,90,90,0.913,0.5777777778000001,0.7701820340000001,9.009,7.416,2.1,2.33,0.7701820340000001
395,1355,1355,1355,EuPaO3,Eu,Pa,0,element not in BV,element not in BV,1.48,0.91,orthorhombic,-3.341,-0.123,0.2,15.877,4.657,5.962,6.2,8.591,90,90,90,5.807,0.6740740741,0.8854478720000001,5.67,5.89,1.2,1.5,0.8854478720000001
396,1205,1205,1205,DyNdO3,Dy,Nd,0,not balanced,not balanced,1.08,0.98,cubic,-2.487,1.248,0,17.598,0.497,4.448,4.448,4.448,90,90,90,-1.117,0.7259259259,0.7374547117,5.94,5.53,1.22,1.14,0.7374547117
397,4930,4930,4930,VNpO3,V,Np,0,element not in BV,element not in BV,0.72,0.86,orthorhombic,-2.917,0.247,1.2,13.46,1.331,5.548,5.831,8.321,90,90,90,-0.35470613837242126,0.637037037,0.6623126865,6.74,6.19,1.63,1.36,0.6623126865
398,1924,1924,1924,In2O3,In,In,0,not balanced,not balanced,0.92,0.8,orthorhombic,-1.738,0.106,0.23024652898311615,12.563,0.753,5.467,5.603,8.203,90,90,90,-3.59,0.5925925926,0.7465732062,5.7860000000000005,5.7860000000000005,1.78,1.78,0.7465732062
399,4328,4328,4328,TbGdO3,Tb,Gd,0,not balanced,not balanced,1.1,0.94,cubic,-2.688,0.989,0,16.07,1.489,4.315,4.315,4.315,90,90,90,0.37,0.6962962963,0.7565116218000001,5.86,6.15,1.1,1.2,0.7565116218000001
400,1634,1634,1634,GeKO3,Ge,K,0,not balanced,not balanced,0.63,1.38,orthorhombic,-1.601,0.134,0.23024652898311615,15.298,0.406,5.311,6.198,9.294,90,90,90,-4.575,1.0222222222,0.5128466764999999,7.899,4.341,2.01,0.82,0.5128466764999999
401,4832,4832,4832,UCsO3,U,Cs,0,not balanced,not balanced,1.17,1.67,tetragonal,-2.343,0.712,0.2,18.762,1.048,3.608,3.608,7.208,90,90,90,-0.35470613837242126,1.2370370370000001,0.590036122,6.05,3.8939999999999997,1.38,0.79,0.590036122
402,2872,2872,2872,NpHoO3,Np,Ho,0,element not in BV,element not in BV,0.98,0.9,rhombohedral,-3.592,0.086,0.8,14.96,2.113,5.911,5.911,5.911,61.1,61.1,61.1,-0.35470613837242126,0.6666666667,0.7322483556,6.19,6.018,1.36,1.23,0.7322483556
403,4770,4770,4770,TmHoO3,Tm,Ho,0,not balanced,not balanced,1.05,0.9,cubic,-2.863,1.04,0,15.076,1.154,4.224,4.224,4.224,90,90,90,0.436,0.6666666667,0.7542472333,6.184,6.018,1.25,1.23,0.7542472333
404,786,786,786,CdSnO3,Cd,Sn,1,2,4,1.31,0.69,orthorhombic,-1.674,0.03,0.23024652898311615,12.337,1.055,5.504,5.636,7.954,90,90,90,2.754,0.5111111111,0.9220117833,8.993,7.343999999999999,1.69,1.96,0.9220117833
405,802,802,802,CdZrO3,Cd,Zr,0,2,4,1.31,0.72,orthorhombic,-2.635,0.039,0,12.756,2.77,5.534,5.726,8.05,90,90,90,1.752,0.5333333333,0.9086492937,8.993,6.84,1.69,1.33,0.9086492937
406,2621,2621,2621,NaUO3,Na,U,1,1,5,1.39,0.76,orthorhombic,-3.104,0.003,0.2,14.05,3.254,5.726,5.947,8.252,90,90,90,4.35,0.5629629629999999,0.9182334504999999,5.138999999999999,6.05,0.93,1.38,0.9182334504999999
407,2803,2803,2803,NiLaO3,Ni,La,0,not balanced,not balanced,0.59,1.03,orthorhombic,-2.114,0.262,0.6,13.915,0.54,5.573,5.896,8.469,90,90,90,-0.35470613837242126,0.762962963,0.5763811578,7.635,5.58,1.91,1.1,0.5763811578
408,4961,4961,4961,VYbO3,V,Yb,0,not balanced,not balanced,0.72,0.95,orthorhombic,-2.858,0.22,0.2,12.678,1.333,5.393,5.432,8.656,90,90,90,-7.759,0.7037037037,0.6363961031,6.74,6.254,1.63,1.1,0.6363961031
409,2446,2446,2446,MnNdO3,Mn,Nd,0,not balanced,not balanced,0.96,0.98,orthorhombic,-2.579,0.307,0.8,13.679,0.345,5.754,5.799,8.2,90,90,90,-3.216,0.7259259259,0.7010371951000001,7.435,5.53,1.55,1.14,0.7010371951000001
410,1004,1004,1004,CrSmO3,Cr,Sm,0,not balanced,not balanced,0.57,0.96,rhombohedral,-2.799,0.352,0.6,14.555,1.635,6.143,6.143,6.143,55.2,55.2,55.2,-5.258,0.7111111111,0.5877251168,6.766,5.64,1.66,1.17,0.5877251168
411,3290,3290,3290,PrBO3,Pr,B,0,4,2,0.96,0.27,cubic,-2.4,0.885,0,9.076,2.243,3.567,3.567,3.567,90,90,90,4.889,0.2,1.0082818917,5.46,8.298,1.13,2.04,1.0082818917
412,4850,4850,4850,UMgO3,U,Mg,0,4,2,1.17,0.72,orthorhombic,-3.363,0.107,0.4,11.777,3.156,5.348,5.732,7.683,90,90,90,0.9,0.5333333333,0.8608256467000001,6.05,7.646,1.38,1.31,0.8608256467000001
413,2383,2383,2383,MgPuO3,Mg,Pu,0,element not in BV,element not in BV,0.89,0.83,orthorhombic,-3.087,0.061,0.8,12.91,1.564,5.567,5.617,8.258,90,90,90,1.122,0.6148148148,0.7265684357,7.646,6.06,1.31,1.28,0.7265684357
414,5039,5039,5039,YAlO3,Y,Al,1,3,3,1.08,0.54,orthorhombic,-3.56,-0.023,0,10.255,5.872,5.188,5.347,7.394,90,90,90,6.272,0.4,0.9091372901000001,6.38,5.986000000000001,1.22,1.61,0.9091372901000001
415,4494,4494,4494,TePaO3,Te,Pa,0,element not in BV,element not in BV,0.77,0.91,orthorhombic,-2.03,0.219,0,17.509,0.335,5.795,6.075,9.946,90,90,90,2.508,0.6740740741,0.6633037062,9.009,5.89,2.1,1.5,0.6633037062
416,679,679,679,CaGeO3,Ca,Ge,0,2,4,1.34,0.53,cubic,-2.428,0.071,0.23024652898311615,10.606,0.962,3.757,3.757,3.757,90,90,90,-0.35470613837242126,0.39259259259999996,1.0117644901,6.1129999999999995,7.899,1.0,2.01,1.0117644901
417,3475,3475,3475,PuPmO3,Pu,Pm,0,element not in BV,element not in BV,0.96,0.97,cubic,-2.629,1.025,1.025,17.704,0.405,4.457,4.457,4.457,90,90,90,-1.198,0.7185185184999999,0.7040589071,6.06,5.553999999999999,1.28,1.13,0.7040589071
418,1088,1088,1088,CsUO3,Cs,U,0,1,5,1.88,0.76,orthorhombic,-3.045,0.01,0.2,17.228,2.721,6.245,6.245,8.834,90,90,90,4.067,0.5629629629999999,1.0824430821,3.8939999999999997,6.05,0.79,1.38,1.0824430821
419,4764,4764,4764,TmFeO3,Tm,Fe,1,3,3,1.05,0.65,orthorhombic,-2.805,0.017,1,10.985,1.235,5.229,5.559,7.559,90,90,90,2.865,0.4814814815,0.8485281374,6.184,7.87,1.25,1.83,0.8485281374
420,3951,3951,3951,SiCaO3,Si,Ca,0,not balanced,not balanced,0.4,1.0,orthorhombic,-3.108,0.184,0.23024652898311615,12.268,4.126,4.921,5.143,9.694,90,90,90,-9.925,0.7407407407,0.5265688796,8.151,6.1129999999999995,1.9,1.0,0.5265688796
421,4320,4320,4320,TbCrO3,Tb,Cr,1,3,3,1.1,0.62,orthorhombic,-3.064,-0.043,0.6,11.209,2.475,5.286,5.578,7.603,90,90,90,4.313,0.4592592593,0.8793967583,5.86,6.766,1.1,1.66,0.8793967583
422,5050,5050,5050,YCrO3,Y,Cr,1,3,3,1.08,0.62,orthorhombic,-3.178,-0.033,0.6,11.195,2.6,5.281,5.578,7.6,90,90,90,4.248,0.4592592593,0.8722180093,6.38,6.766,1.22,1.66,0.8722180093
423,2450,2450,2450,MnPaO3,Mn,Pa,0,element not in BV,element not in BV,0.96,0.91,rhombohedral,-2.66,0.014,1.2,14.951,1.705,6.063,6.063,6.063,57.8,57.8,57.8,4.966,0.6740740741,0.7227507365000001,7.435,5.89,1.55,1.5,0.7227507365000001
424,1241,1241,1241,ErAcO3,Er,Ac,0,element not in BV,element not in BV,1.06,1.12,orthorhombic,-3.539,0.209,0,17.048,3.463,6.095,6.24,8.964,90,90,90,0.52,0.8296296296,0.6899300982,6.101,5.17,1.24,1.1,0.6899300982
425,1310,1310,1310,ErYO3,Er,Y,0,3,3,1.06,0.9,cubic,-2.821,1.031,0,15.395,1.447,4.254,4.254,4.254,90,90,90,0.436,0.6666666667,0.7573899301000001,6.101,6.38,1.24,1.22,0.7573899301000001
426,480,480,480,BaPbO3,Ba,Pb,1,2,4,1.61,0.78,orthorhombic,-1.947,-0.066,0.23024652898311615,16.081,0.618,6.088,6.12,8.633,90,90,90,1.793,0.5777777778000001,0.9826460432999999,5.212000000000001,7.416,0.89,2.33,0.9826460432999999
427,5132,5132,5132,YbGeO3,Yb,Ge,0,2,4,1.14,0.53,orthorhombic,-2.688,-0.098,0.23024652898311615,10.184,2.697,5.201,5.289,7.404,90,90,90,4.023,0.39259259259999996,0.9365403644,6.254,7.899,1.1,2.01,0.9365403644
428,4145,4145,4145,SnSrO3,Sn,Sr,0,not balanced,not balanced,0.81,1.18,orthorhombic,-2.223,0.273,0.23024652898311615,16.198,1.174,5.743,5.798,9.73,90,90,90,-6.916,0.8740740740999999,0.603695908,7.343999999999999,5.695,1.96,0.95,0.603695908
429,2359,2359,2359,MgHfO3,Mg,Hf,0,2,4,0.89,0.71,cubic,-2.878,0.604,0,13.227,1.009,4.044,4.044,4.044,90,90,90,3.554,0.5259259259000001,0.7688928106,7.646,6.65,1.31,1.3,0.7688928106
430,4685,4685,4685,TlCrO3,Tl,Cr,0,3,3,0.98,0.62,orthorhombic,-1.672,0.038,0.6,11.302,0.543,5.342,5.501,7.693,90,90,90,0.334,0.4592592593,0.836324264,6.108,6.766,1.62,1.66,0.836324264
431,3354,3354,3354,PrYO3,Pr,Y,0,3,3,1.18,0.9,cubic,-3.1,0.593,0,15.797,2.003,4.291,4.291,4.291,90,90,90,4.454,0.6666666667,0.7951022917,5.46,6.38,1.13,1.22,0.7951022917
432,596,596,596,BiCoO3,Bi,Co,0,3,3,1.38,0.61,orthorhombic,-1.249,0.136,0,11.625,0.441,5.349,5.666,7.671,90,90,90,2.897,0.4518518519,0.9848987309,7.289,7.86,2.02,1.88,0.9848987309
433,1257,1257,1257,ErDyO3,Er,Dy,0,3,3,1.06,0.91,cubic,-2.844,1.029,0,15.36,1.129,4.251,4.251,4.251,90,90,90,0.313,0.6740740741,0.7540386472,6.101,5.94,1.24,1.22,0.7540386472
