,Unnamed: 0,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN,A_IE,B_IE,C_IE
1202,1202,DyMoO3,Dy,Mo,False,2,4,1.19,0.65,cubic,-2.278,0.616,0.005,12.338,0,3.951,3.951,3.951,90,90,90,1.68,O,1.385,0.8947419959,1.22,2.16,3.44,5.94,7.099,13.618
1203,1203,DyNaO3,Dy,Na,False,not balanced,not balanced,1.08,1.02,cubic,-1.441,1.064,0.399,12.005,0,3.915,3.915,3.915,90,90,90,-2.833,O,1.385,0.7247476988,1.22,0.93,3.44,5.94,5.138999999999999,13.618
1204,1204,DyNbO3,Dy,Nb,False,2,4,1.19,0.68,cubic,-2.601,0.614,0.001,13.018,0,4.023,4.023,4.023,90,90,90,3.104,O,1.385,0.8817433228,1.22,1.6,3.44,5.94,6.88,13.618
1205,1205,DyNdO3,Dy,Nd,False,not balanced,not balanced,1.08,0.98,cubic,-2.487,1.248,0,17.598,0.497,4.448,4.448,4.448,90,90,90,-1.117,O,1.385,0.7370055879999999,1.22,1.14,3.44,5.94,5.53,13.618
1206,1206,DyNiO3,Dy,Ni,True,3,3,1.08,0.6,orthorhombic,-2.408,0.013,0.2,10.539,0,5.166,5.518,7.395,90,90,90,1.062,O,1.385,0.8780948190000001,1.22,1.91,3.44,5.94,7.635,13.618
1207,1207,DyNpO3,Dy,Np,False,element not in BV,element not in BV,1.08,0.86,cubic,-2.574,1.092,0.776,17.072,0,4.403,4.403,4.403,90,90,90,2.464,O,1.385,0.7764000959999999,1.22,1.36,3.44,5.94,6.19,13.618
1208,1208,DyOsO3,Dy,Os,False,element not in BV,element not in BV,1.08,0.57,cubic,-1.693,0.755,0.007,12.181,0,3.934,3.934,3.934,90,90,90,0.061,O,1.385,0.8915694198,1.22,2.2,3.44,5.94,8.7,13.618
1209,1209,DyPaO3,Dy,Pa,False,element not in BV,element not in BV,1.08,0.91,cubic,-2.38,0.939,0.284,17.755,0,4.461,4.461,4.461,90,90,90,2.637,O,1.385,0.7594850612999999,1.22,1.5,3.44,5.94,5.89,13.618
1210,1210,DyPbO3,Dy,Pb,False,2,4,1.19,0.78,cubic,-1.5,1.042,0,15.731,0,4.285,4.285,4.285,90,90,90,0.598,O,1.385,0.8410161485,1.22,2.33,3.44,5.94,7.416,13.618
1211,1211,DyPdO3,Dy,Pd,False,2,4,1.19,0.62,orthorhombic,-2.205,-0.02,0.005,11.872,0,5.378,5.881,7.508,90,90,90,-0.109,O,1.385,0.9081296566,1.22,2.2,3.44,5.94,8.34,13.618
1212,1212,DyPmO3,Dy,Pm,False,element not in BV,element not in BV,1.08,0.97,cubic,-2.578,1.185,0,17.123,0.692,4.407,4.407,4.407,90,90,90,-1.45,O,1.385,0.7401351234,1.22,-,3.44,5.94,5.553999999999999,13.618
1213,1213,DyPrO3,Dy,Pr,False,2,4,1.19,0.85,cubic,-2.403,1.31,0,18.062,0.321,4.487,4.487,4.487,90,90,90,-2.614,O,1.385,0.814675598,1.22,1.13,3.44,5.94,5.46,13.618
1214,1214,DyPtO3,Dy,Pt,False,element not in BV,element not in BV,1.08,0.67,cubic,-1.556,0.717,0,12.892,0,4.01,4.01,4.01,90,90,90,-0.555,O,1.385,0.8481840465,1.22,2.28,3.44,5.94,9.0,13.618
1215,1215,DyPuO3,Dy,Pu,False,element not in BV,element not in BV,1.08,0.83,cubic,-2.624,1.117,0.914,16.572,0,4.36,4.36,4.36,90,90,90,2.792,O,1.385,0.786915673,1.22,1.28,3.44,5.94,6.06,13.618
1216,1216,DyRbO3,Dy,Rb,False,not balanced,not balanced,1.08,1.52,orthorhombic,-2.017,0.476,0.4,19.47,0,5.891,6.009,11.001,90,90,90,-8.219,O,1.385,0.6000062704,1.22,0.82,3.44,5.94,4.177,13.618
1217,1217,DyReO3,Dy,Re,False,2,4,1.19,0.63,cubic,-1.905,0.788,0.162,12.263,0,3.943,3.943,3.943,90,90,90,0.216,O,1.385,0.9036228097,1.22,1.9,3.44,5.94,7.88,13.618
1218,1218,DyRhO3,Dy,Rh,True,2,4,1.19,0.6,cubic,-1.855,0.537,0,11.974,0,3.912,3.912,3.912,90,90,90,-,O,1.385,0.9172795776,1.22,2.28,3.44,5.94,7.46,13.618
1219,1219,DyRuO3,Dy,Ru,False,2,4,1.19,0.62,cubic,-1.91,0.585,0.128,11.963,0,3.911,3.911,3.911,90,90,90,0.667,O,1.385,0.9081296566,1.22,2.2,3.44,5.94,7.37,13.618
1220,1220,DySbO3,Dy,Sb,False,3,3,1.08,0.76,cubic,-1.734,0.98,0,14.845,0,4.203,4.203,4.203,90,90,90,0.89,O,1.385,0.8125959047,1.22,2.05,3.44,5.94,8.641,13.618
1221,1221,DyScO3,Dy,Sc,True,3,3,1.08,0.75,orthorhombic,-3.803,0.026,0,12.208,4.69,5.422,5.711,7.886,90,90,90,5.05,O,1.385,0.8164019745000001,1.22,1.36,3.44,5.94,6.54,13.618
1222,1222,DySiO3,Dy,Si,False,3,3,1.08,0.4,cubic,-2.642,0.667,0.001,9.983,0,3.682,3.682,3.682,90,90,90,4.576,O,1.385,0.9764807931,1.22,1.9,3.44,5.94,8.151,13.618
1223,1223,DySmO3,Dy,Sm,False,not balanced,not balanced,1.08,0.96,cubic,-2.635,1.141,0,16.805,0.893,4.38,4.38,4.38,90,90,90,-1.02,O,1.385,0.7432913498999999,1.22,1.17,3.44,5.94,5.64,13.618
1224,1224,DySnO3,Dy,Sn,False,2,4,1.19,0.69,cubic,-2.01,0.843,0,13.812,0,4.103,4.103,4.103,90,90,90,2.274,O,1.385,0.8774939573999999,1.22,1.96,3.44,5.94,7.343999999999999,13.618
1225,1225,DySrO3,Dy,Sr,False,not balanced,not balanced,1.08,1.18,orthorhombic,-2.905,0.257,0.2,16.66,0,5.809,5.823,9.85,90,90,90,-3.729,O,1.385,0.6795392654000001,1.22,0.95,3.44,5.94,5.695,13.618
1226,1226,DyTaO3,Dy,Ta,False,2,4,1.19,0.68,cubic,-2.68,0.648,0.001,12.815,0,4.002,4.002,4.002,90,90,90,3.128,O,1.385,0.8817433228,1.22,1.5,3.44,5.94,7.89,13.618
1227,1227,DyTbO3,Dy,Tb,False,2,4,1.19,0.76,cubic,-2.717,0.988,0,15.738,1.366,4.285,4.285,4.285,90,90,90,0.427,O,1.385,0.8488577909,1.22,-,3.44,5.94,5.86,13.618
1228,1228,DyTcO3,Dy,Tc,False,element not in BV,element not in BV,1.08,0.6,cubic,-2.083,0.607,0.313,12.141,0,3.93,3.93,3.93,90,90,90,1.165,O,1.385,0.8780948190000001,1.22,1.9,3.44,5.94,7.28,13.618
1229,1229,DyTeO3,Dy,Te,False,2,4,1.19,0.97,cubic,-1.422,1.134,0.003,15.137,0,4.23,4.23,4.23,90,90,90,0.801,O,1.385,0.7731634656,1.22,2.1,3.44,5.94,9.009,13.618
1230,1230,DyThO3,Dy,Th,False,2,4,1.19,0.94,cubic,-2.775,1.057,0.024,18.86,0,4.552,4.552,4.552,90,90,90,2.41,O,1.385,0.7831397684,1.22,1.3,3.44,5.94,6.08,13.618
1231,1231,DyTiO3,Dy,Ti,True,2,4,1.19,0.61,orthorhombic,-3.464,0.022,0.2,11.46,0,5.299,5.668,7.63,90,90,90,4.715,O,1.385,0.912681685,1.22,1.54,3.44,5.94,6.82,13.618
1232,1232,DyTlO3,Dy,Tl,False,not balanced,not balanced,1.08,1.2,cubic,-1.444,0.95,0,15.158,0,4.232,4.232,4.232,90,90,90,0.545,O,1.385,0.6742817081999999,1.22,1.62,3.44,5.94,6.108,13.618
1233,1233,DyTmO3,Dy,Tm,False,not balanced,not balanced,1.08,0.96,cubic,-3.066,0.825,0,14.691,1.924,4.188,4.188,4.188,90,90,90,2.116,O,1.385,0.7432913498999999,1.22,1.25,3.44,5.94,6.184,13.618
1234,1234,DyUO3,Dy,U,False,2,4,1.19,0.89,cubic,-2.574,1.07,0.548,16.889,0,4.387,4.387,4.387,90,90,90,2.268,O,1.385,0.8003516315000001,1.22,1.38,3.44,5.94,6.05,13.618
1235,1235,DyVO3,Dy,V,True,2,4,1.19,0.58,orthorhombic,-3.271,-0.03,0.4,11.416,1.112,5.296,5.659,7.618,90,90,90,3.989,O,1.385,0.9266157565,1.22,1.63,3.44,5.94,6.74,13.618
1236,1236,DyWO3,Dy,W,False,2,4,1.19,0.66,cubic,-2.199,0.743,0.001,12.402,0,3.958,3.958,3.958,90,90,90,1.216,O,1.385,0.8903667294,1.22,2.36,3.44,5.94,7.98,13.618
1237,1237,DyYO3,Dy,Y,False,not balanced,not balanced,1.08,0.9,cubic,-2.881,0.948,-0.001,15.453,1.803,4.259,4.259,4.259,90,90,90,0.899,O,1.385,0.7628088471,1.22,1.22,3.44,5.94,6.38,13.618
1238,1238,DyYbO3,Dy,Yb,False,not balanced,not balanced,1.08,0.95,cubic,-2.384,0.944,0.2,13.713,0,4.093,4.093,4.093,90,90,90,-1.931,O,1.385,0.7464746105,1.22,-,3.44,5.94,6.254,13.618
1239,1239,DyZnO3,Dy,Zn,False,not balanced,not balanced,1.08,0.74,orthorhombic,-2.449,0.136,0,11.279,0,5.237,5.775,7.459,90,90,90,-0.224,O,1.385,0.8202438662,1.22,1.65,3.44,5.94,9.394,13.618
1240,1240,DyZrO3,Dy,Zr,False,2,4,1.19,0.72,cubic,-2.962,0.607,0,14.002,0,4.122,4.122,4.122,90,90,90,4.153,O,1.385,0.8649881053,1.22,1.33,3.44,5.94,6.84,13.618
1241,1241,ErAcO3,Er,Ac,False,element not in BV,element not in BV,1.06,1.12,orthorhombic,-3.539,0.209,0,17.048,3.463,6.095,6.24,8.964,90,90,90,0.52,O,1.385,0.6901700918000001,1.24,1.1,3.44,6.101,5.17,13.618
1242,1242,ErAgO3,Er,Ag,False,3,3,1.06,0.75,cubic,-1.379,0.682,0,12.853,0,4.006,4.006,4.006,90,90,90,-0.743,O,1.385,0.8097780234,1.24,1.93,3.44,6.101,7.5760000000000005,13.618
1243,1243,ErAlO3,Er,Al,True,3,3,1.06,0.54,orthorhombic,-3.602,-0.022,0,10.062,6.221,5.131,5.341,7.343,90,90,90,6.255,O,1.385,0.8981174442000001,1.24,1.61,3.44,6.101,5.986000000000001,13.618
1244,1244,ErAsO3,Er,As,False,3,3,1.06,0.58,cubic,-1.854,0.817,0,12.618,0,3.981,3.981,3.981,90,90,90,2.013,O,1.385,0.8798351552,1.24,2.18,3.44,6.101,9.81,13.618
1245,1245,ErAuO3,Er,Au,False,element not in BV,element not in BV,1.06,0.93,cubic,-1.236,0.853,0,13.633,0,4.085,4.085,4.085,90,90,90,-0.826,O,1.385,0.7468147214,1.24,2.54,3.44,6.101,9.225,13.618
1246,1246,ErBO3,Er,B,False,3,3,1.06,0.27,cubic,-2.53,0.812,0,8.096,3.096,3.434,3.434,3.434,90,90,90,5.502,O,1.385,1.0446381148,1.24,2.04,3.44,6.101,8.298,13.618
1247,1247,ErBaO3,Er,Ba,False,not balanced,not balanced,1.06,1.35,orthorhombic,-2.848,0.276,0.2,18.174,0.641,6.465,6.767,8.309,90,90,90,-8.217,O,1.385,0.6321301938,1.24,0.89,3.44,6.101,5.212000000000001,13.618
1248,1248,ErBeO3,Er,Be,False,not balanced,not balanced,1.06,0.45,tetragonal,-2.807,0.328,0.035,9.389,0,3.287,3.287,4.345,90,90,90,-1.1,O,1.385,0.9421668011,1.24,1.57,3.44,6.101,9.322000000000001,13.618
1249,1249,ErBiO3,Er,Bi,False,3,3,1.06,1.03,cubic,-1.46,1.225,0,16.569,0,4.359,4.359,4.359,90,90,90,0.529,O,1.385,0.7158907164,1.24,2.02,3.44,6.101,7.289,13.618
1250,1250,ErCaO3,Er,Ca,False,not balanced,not balanced,1.06,1.0,cubic,-2.099,1.14,0.2,13.969,0,4.118,4.118,4.118,90,90,90,-3.043,O,1.385,0.724895631,1.24,1,3.44,6.101,6.1129999999999995,13.618
1251,1251,ErCdO3,Er,Cd,False,not balanced,not balanced,1.06,0.95,cubic,-1.542,0.9,0,13.588,0,4.08,4.08,4.08,90,90,90,-1.207,O,1.385,0.7404180214,1.24,1.69,3.44,6.101,8.993,13.618
1252,1252,ErCeO3,Er,Ce,False,3,3,1.06,1.01,cubic,-2.242,1.466,0,18.584,0,4.529,4.529,4.529,90,90,90,-3.532,O,1.385,0.7218689268999999,1.24,1.12,3.44,6.101,5.54,13.618
1253,1253,ErCoO3,Er,Co,False,3,3,1.06,0.61,orthorhombic,-2.551,0.024,0,10.601,1.392,5.144,5.549,7.428,90,90,90,2.225,O,1.385,0.8666045514,1.24,1.88,3.44,6.101,7.86,13.618
1254,1254,ErCrO3,Er,Cr,True,3,3,1.06,0.62,orthorhombic,-3.217,-0.028,0.6,10.953,2.462,5.23,5.551,7.545,90,90,90,4.12,O,1.385,0.8622823342,1.24,1.66,3.44,6.101,6.766,13.618
1255,1255,ErCsO3,Er,Cs,False,not balanced,not balanced,1.06,1.67,orthorhombic,-1.96,0.552,0,18.157,0.361,5.074,6.003,11.921,90,90,90,-,O,1.385,0.5659168838,1.24,0.79,3.44,6.101,3.8939999999999997,13.618
1256,1256,ErCuO3,Er,Cu,False,3,3,1.06,0.54,orthorhombic,-2.296,0.052,0,10.81,0.269,5.179,5.849,7.137,90,90,90,0.539,O,1.385,0.8981174442000001,1.24,1.9,3.44,6.101,7.726,13.618
1257,1257,ErDyO3,Er,Dy,False,3,3,1.06,0.91,cubic,-2.844,1.029,0,15.36,1.129,4.251,4.251,4.251,90,90,90,0.313,O,1.385,0.7533229106999999,1.24,1.22,3.44,6.101,5.94,13.618
1258,1258,Er2O3,Er,Er,False,3,3,1.06,0.89,cubic,-2.947,0.949,0,14.923,1.559,4.21,4.21,4.21,90,90,90,1.088,O,1.385,0.7599455297,1.24,1.24,3.44,6.101,6.101,13.618
1259,1259,ErEuO3,Er,Eu,False,3,3,1.06,0.95,cubic,-2.07,1.237,0.097,15.316,0,4.247,4.247,4.247,90,90,90,-2.26,O,1.385,0.7404180214,1.24,-,3.44,6.101,5.67,13.618
1260,1260,ErFeO3,Er,Fe,True,3,3,1.06,0.65,orthorhombic,-2.795,-0.021,1,11.088,1.224,5.246,5.578,7.578,90,90,90,-,O,1.385,0.8495705553,1.24,1.83,3.44,6.101,7.87,13.618
1261,1261,ErGaO3,Er,Ga,False,3,3,1.06,0.62,orthorhombic,-2.985,0.021,0,10.892,4.076,5.225,5.544,7.52,90,90,90,4.343,O,1.385,0.8622823342,1.24,1.81,3.44,6.101,5.999,13.618
1262,1262,ErGdO3,Er,Gd,False,3,3,1.06,0.94,cubic,-2.729,1.116,0,16.005,0.817,4.309,4.309,4.309,90,90,90,-0.434,O,1.385,0.7436026151,1.24,1.2,3.44,6.101,6.15,13.618
1263,1263,ErGeO3,Er,Ge,False,3,3,1.06,0.63,cubic,-2.171,0.628,0,11.493,0,3.859,3.859,3.859,90,90,90,2.685,O,1.385,0.8580030174,1.24,2.01,3.44,6.101,7.899,13.618
1264,1264,ErHfO3,Er,Hf,False,3,3,1.06,0.71,cubic,-3.081,0.595,0,13.445,0,4.066,4.066,4.066,90,90,90,4.399,O,1.385,0.8252391790000001,1.24,1.3,3.44,6.101,6.65,13.618
1265,1265,ErHgO3,Er,Hg,False,not balanced,not balanced,1.06,1.11,cubic,-1.117,1.013,0,14.573,0,4.177,4.177,4.177,90,90,90,-1.117,O,1.385,0.6929363045999999,1.24,2,3.44,6.101,10.437000000000001,13.618
1266,1266,ErHoO3,Er,Ho,False,3,3,1.06,0.9,cubic,-2.897,0.988,0,15.123,1.411,4.229,4.229,4.229,90,90,90,0.759,O,1.385,0.7566197287,1.24,1.23,3.44,6.101,6.018,13.618
1267,1267,ErInO3,Er,In,False,3,3,1.06,0.8,cubic,-2.095,0.775,0,13.618,1.406,4.083,4.083,4.083,90,90,90,2.577,O,1.385,0.7912476339,1.24,1.78,3.44,6.101,5.7860000000000005,13.618
1268,1268,ErIrO3,Er,Ir,False,3,3,1.06,0.68,cubic,-1.595,0.832,0,12.25,0,3.942,3.942,3.942,90,90,90,-1.136,O,1.385,0.8372281259000001,1.24,2.2,3.44,6.101,9.1,13.618
1269,1269,ErKO3,Er,K,False,not balanced,not balanced,1.06,1.38,cubic,-0.661,1.874,-0.024,14.248,0,4.145,4.145,4.145,90,90,90,-4.104,O,1.385,0.6252716383,1.24,0.82,3.44,6.101,4.341,13.618
1270,1270,ErLaO3,Er,La,False,3,3,1.06,1.03,cubic,-2.364,1.44,0,18.281,0,4.505,4.505,4.505,90,90,90,1.788,O,1.385,0.7158907164,1.24,1.1,3.44,6.101,5.58,13.618
1271,1271,ErLiO3,Er,Li,False,not balanced,not balanced,1.06,0.76,cubic,-2.076,0.554,0.399,9.417,0,3.611,3.611,3.611,90,90,90,-1.487,O,1.385,0.8060028345,1.24,0.98,3.44,6.101,5.392,13.618
1272,1272,ErLuO3,Er,Lu,False,3,3,1.06,0.86,cubic,-3.092,0.837,0,14.189,0.987,4.14,4.14,4.14,90,90,90,2.182,O,1.385,0.7701007038,1.24,1.27,3.44,6.101,5.4259,13.618
1273,1273,ErMgO3,Er,Mg,False,not balanced,not balanced,1.06,0.72,cubic,-2.572,0.564,0.201,10.891,0,3.79,3.79,3.79,90,90,90,-1.711,O,1.385,0.8213188029,1.24,1.31,3.44,6.101,7.646,13.618
1274,1274,ErMnO3,Er,Mn,False,3,3,1.06,0.65,orthorhombic,-2.971,0.036,0.8,11.143,0.273,5.243,5.699,7.457,90,90,90,3.37,O,1.385,0.8495705553,1.24,1.55,3.44,6.101,7.435,13.618
1275,1275,ErMoO3,Er,Mo,False,3,3,1.06,0.69,cubic,-2.225,0.693,0.005,12.292,0,3.946,3.946,3.946,90,90,90,1.409,O,1.385,0.8331932916,1.24,2.16,3.44,6.101,7.099,13.618
1276,1276,ErNaO3,Er,Na,False,not balanced,not balanced,1.06,1.02,cubic,-1.392,1.151,0.4,11.886,0,3.902,3.902,3.902,90,90,90,-3.038,O,1.385,0.7188673929,1.24,0.93,3.44,6.101,5.138999999999999,13.618
1277,1277,ErNbO3,Er,Nb,False,3,3,1.06,0.72,cubic,-2.547,0.685,0,12.992,0,4.02,4.02,4.02,90,90,90,2.89,O,1.385,0.8213188029,1.24,1.6,3.44,6.101,6.88,13.618
1278,1278,ErNdO3,Er,Nd,False,3,3,1.06,0.98,cubic,-2.424,1.334,0,17.56,0,4.445,4.445,4.445,90,90,90,-2.591,O,1.385,0.7310258265999999,1.24,1.14,3.44,6.101,5.53,13.618
1279,1279,ErNiO3,Er,Ni,True,3,3,1.06,0.6,orthorhombic,-2.422,0.023,0.2,10.367,0,5.116,5.532,7.326,90,90,90,0.935,O,1.385,0.8709703174,1.24,1.91,3.44,6.101,7.635,13.618
1280,1280,ErNpO3,Er,Np,False,element not in BV,element not in BV,1.06,0.86,cubic,-2.521,1.177,0.761,17.041,0,4.4,4.4,4.4,90,90,90,2.006,O,1.385,0.7701007038,1.24,1.36,3.44,6.101,6.19,13.618
1281,1281,ErOsO3,Er,Os,False,element not in BV,element not in BV,1.06,0.57,cubic,-1.641,0.83,0.008,12.128,0,3.929,3.929,3.929,90,90,90,-0.184,O,1.385,0.8843355908,1.24,2.2,3.44,6.101,8.7,13.618
1282,1282,ErPaO3,Er,Pa,False,element not in BV,element not in BV,1.06,0.91,cubic,-2.339,1.004,0.275,17.741,0,4.46,4.46,4.46,90,90,90,2.508,O,1.385,0.7533229106999999,1.24,1.5,3.44,6.101,5.89,13.618
1283,1283,ErPbO3,Er,Pb,False,not balanced,not balanced,1.06,0.99,cubic,-1.44,1.125,0,15.602,0,4.273,4.273,4.273,90,90,90,0.493,O,1.385,0.7279478232,1.24,2.33,3.44,6.101,7.416,13.618
1284,1284,ErPdO3,Er,Pd,False,not balanced,not balanced,1.06,0.75,cubic,-1.67,0.538,0,12.251,0,3.942,3.942,3.942,90,90,90,-0.261,O,1.385,0.8097780234,1.24,2.2,3.44,6.101,8.34,13.618
1285,1285,ErPmO3,Er,Pm,False,element not in BV,element not in BV,1.06,0.97,cubic,-2.515,1.271,0,17.07,0.344,4.403,4.403,4.403,90,90,90,-1.673,O,1.385,0.7341299703,1.24,-,3.44,6.101,5.553999999999999,13.618
1286,1286,ErPrO3,Er,Pr,False,3,3,1.06,0.99,cubic,-2.34,1.396,0,18.047,0,4.485,4.485,4.485,90,90,90,-2.93,O,1.385,0.7279478232,1.24,1.13,3.44,6.101,5.46,13.618
1287,1287,ErPtO3,Er,Pt,False,element not in BV,element not in BV,1.06,0.67,cubic,-1.502,0.794,0,12.825,0,4.003,4.003,4.003,90,90,90,-0.711,O,1.385,0.8413022287,1.24,2.28,3.44,6.101,9.0,13.618
1288,1288,ErPuO3,Er,Pu,False,element not in BV,element not in BV,1.06,0.83,cubic,-2.576,1.189,0.9,16.571,0,4.36,4.36,4.36,90,90,90,-0.961,O,1.385,0.7805309616,1.24,1.28,3.44,6.101,6.06,13.618
1289,1289,ErRbO3,Er,Rb,False,not balanced,not balanced,1.06,1.52,orthorhombic,-2.146,0.371,0,17.854,1.316,6.105,6.145,9.519,90,90,90,-3.596,O,1.385,0.5951380654,1.24,0.82,3.44,6.101,4.177,13.618
1290,1290,ErReO3,Er,Re,False,3,3,1.06,0.63,cubic,-1.852,0.865,0.161,12.22,0,3.939,3.939,3.939,90,90,90,-0.079,O,1.385,0.8580030174,1.24,1.9,3.44,6.101,7.88,13.618
1291,1291,ErRhO3,Er,Rh,True,3,3,1.06,0.67,cubic,-1.806,0.609,0.001,11.886,0,3.902,3.902,3.902,90,90,90,-0.384,O,1.385,0.8413022287,1.24,2.28,3.44,6.101,7.46,13.618
1292,1292,ErRuO3,Er,Ru,False,3,3,1.06,0.68,cubic,-1.86,0.658,0.133,11.897,0,3.904,3.904,3.904,90,90,90,0.413,O,1.385,0.8372281259000001,1.24,2.2,3.44,6.101,7.37,13.618
1293,1293,ErSbO3,Er,Sb,False,3,3,1.06,0.76,cubic,-1.678,1.06,0,14.796,0,4.198,4.198,4.198,90,90,90,0.53,O,1.385,0.8060028345,1.24,2.05,3.44,6.101,8.641,13.618
1294,1294,ErScO3,Er,Sc,False,3,3,1.06,0.75,cubic,-3.269,0.583,0,12.575,2.751,3.976,3.976,3.976,90,90,90,4.961,O,1.385,0.8097780234,1.24,1.36,3.44,6.101,6.54,13.618
1295,1295,ErSiO3,Er,Si,False,3,3,1.06,0.4,cubic,-2.61,0.795,0.001,9.83,0,3.663,3.663,3.663,90,90,90,4.497,O,1.385,0.968558028,1.24,1.9,3.44,6.101,8.151,13.618
1296,1296,ErSmO3,Er,Sm,False,3,3,1.06,0.96,cubic,-2.573,1.226,0,16.759,0.533,4.376,4.376,4.376,90,90,90,-1.555,O,1.385,0.7372605885,1.24,1.17,3.44,6.101,5.64,13.618
1297,1297,ErSnO3,Er,Sn,False,not balanced,not balanced,1.06,0.69,cubic,-1.956,0.907,0,13.706,0,4.092,4.092,4.092,90,90,90,2.19,O,1.385,0.8331932916,1.24,1.96,3.44,6.101,7.343999999999999,13.618
1298,1298,ErSrO3,Er,Sr,False,not balanced,not balanced,1.06,1.18,orthorhombic,-2.886,0.3,0.2,15.856,0,5.898,5.936,9.057,90,90,90,-4.194,O,1.385,0.6740257622,1.24,0.95,3.44,6.101,5.695,13.618
1299,1299,ErTaO3,Er,Ta,False,3,3,1.06,0.72,cubic,-2.629,0.713,0,12.78,0,3.998,3.998,3.998,90,90,90,2.891,O,1.385,0.8213188029,1.24,1.5,3.44,6.101,7.89,13.618
1300,1300,ErTbO3,Er,Tb,False,3,3,1.06,0.92,cubic,-2.658,1.071,0,15.697,0.985,4.282,4.282,4.282,90,90,90,0,O,1.385,0.7500546985,1.24,-,3.44,6.101,5.86,13.618
1301,1301,ErTcO3,Er,Tc,False,element not in BV,element not in BV,1.06,0.6,cubic,-2.031,0.682,0.315,12.073,0,3.923,3.923,3.923,90,90,90,0.883,O,1.385,0.8709703174,1.24,1.9,3.44,6.101,7.28,13.618
1302,1302,ErTeO3,Er,Te,False,not balanced,not balanced,1.06,0.77,cubic,-1.368,1.205,0.004,15.123,0,4.229,4.229,4.229,90,90,90,0.615,O,1.385,0.8022626821,1.24,2.1,3.44,6.101,9.009,13.618
1303,1303,ErThO3,Er,Th,False,not balanced,not balanced,1.06,0.94,cubic,-2.732,1.123,0.024,18.856,0,4.551,4.551,4.551,90,90,90,1.975,O,1.385,0.7436026151,1.24,1.3,3.44,6.101,6.08,13.618
1304,1304,ErTiO3,Er,Ti,True,3,3,1.06,0.67,orthorhombic,-3.473,0.036,0.2,11.287,0,5.262,5.649,7.595,90,90,90,4.577,O,1.385,0.8413022287,1.24,1.54,3.44,6.101,6.82,13.618
1305,1305,ErTlO3,Er,Tl,False,3,3,1.06,0.89,cubic,-1.384,1.033,0,15.091,0,4.226,4.226,4.226,90,90,90,0.415,O,1.385,0.7599455297,1.24,1.62,3.44,6.101,6.108,13.618
1306,1306,ErTmO3,Er,Tm,False,3,3,1.06,0.88,cubic,-3.008,0.906,0,14.6,1.701,4.179,4.179,4.179,90,90,90,2.033,O,1.385,0.7633006976000001,1.24,1.25,3.44,6.101,6.184,13.618
1307,1307,ErUO3,Er,U,False,3,3,1.06,1.03,cubic,-2.528,1.139,0.527,16.835,0,4.383,4.383,4.383,90,90,90,1.558,O,1.385,0.7158907164,1.24,1.38,3.44,6.101,6.05,13.618
1308,1308,ErVO3,Er,V,True,3,3,1.06,0.64,orthorhombic,-3.282,-0.018,0.4,11.251,1.138,5.263,5.637,7.585,90,90,90,3.881,O,1.385,0.8537659654,1.24,1.63,3.44,6.101,6.74,13.618
1309,1309,ErWO3,Er,W,False,3,3,1.06,0.66,cubic,-2.147,0.867,0,12.372,0,3.955,3.955,3.955,90,90,90,0.934,O,1.385,0.845416176,1.24,2.36,3.44,6.101,7.98,13.618
1310,1310,ErYO3,Er,Y,False,3,3,1.06,0.9,cubic,-2.821,1.031,0,15.395,1.447,4.254,4.254,4.254,90,90,90,0.436,O,1.385,0.7566197287,1.24,1.22,3.44,6.101,6.38,13.618
1311,1311,ErYbO3,Er,Yb,False,3,3,1.06,0.87,cubic,-2.33,1.022,-0.156,13.649,0,4.087,4.087,4.087,90,90,90,-2.139,O,1.385,0.7666856231,1.24,-,3.44,6.101,6.254,13.618
1312,1312,ErZnO3,Er,Zn,False,not balanced,not balanced,1.06,0.74,orthorhombic,-2.459,0.149,-0.002,11.089,0,5.21,5.741,7.416,90,90,90,-0.385,O,1.385,0.8135887435,1.24,1.65,3.44,6.101,9.394,13.618
1313,1313,ErZrO3,Er,Zr,False,3,3,1.06,0.72,cubic,-2.91,0.683,0,13.973,0,4.119,4.119,4.119,90,90,90,4.018,O,1.385,0.8213188029,1.24,1.33,3.44,6.101,6.84,13.618
1314,1314,EuAcO3,Eu,Ac,False,element not in BV,element not in BV,1.48,1.12,cubic,-2.572,0.576,0.073,19.427,0,4.597,4.597,4.597,90,90,90,-0.486,O,1.385,0.8087269173999999,-,1.1,3.44,5.67,5.17,13.618
1315,1315,EuAgO3,Eu,Ag,False,3,3,1.12,0.75,orthorhombic,-1.517,-0.027,0,12.617,0,5.538,5.81,7.843,90,90,90,-0.606,O,1.385,0.8296498768,-,1.93,3.44,5.67,7.5760000000000005,13.618
1316,1316,EuAlO3,Eu,Al,True,3,3,1.12,0.54,cubic,-3.105,-0.075,0.166,10.325,0,3.724,3.724,3.724,90,90,90,0.755,O,1.385,0.920157136,-,1.61,3.44,5.67,5.986000000000001,13.618
